awardid,code,text
1613830,8023,"
8023
I-Corps
"
1601959,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1638325,8023,"
8023
I-Corps
"
1601877,9150,"
9150
EXP PROG TO STIM COMP RES
"
1630096,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1629796,5416,"
5416
SHIPBOARD SCIENTIFIC SUPP EQUI
"
1613059,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1602279,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1636537,8990,"
8990
Optics and Photonics
"
1608461,8023,"
8023
I-Corps
"
1601000,5292,"
5292
ANTARCTIC INTEGRATED SYS SCI
"
1601738,1744,"
1744
TRIBAL COLLEGE & UNIVERS PROGR
"
1601738,7719,"
7719
DEL
"
1601919,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1601130,9179,"
9179
GRADUATE INVOLVEMENT
"
1624052,8023,"
8023
I-Corps
"
1624407,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1631873,8292,"
8292
DMREF
"
1631873,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1606387,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1604869,1253,"
1253
OFFICE OF MULTIDISCIPLINARY AC
"
1600441,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1600441,1268,"
1268
FOUNDATIONS
"
1620694,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624658,7914,"
7914
RAPID
"
1602652,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623000,8023,"
8023
I-Corps
"
1601259,9179,"
9179
GRADUATE INVOLVEMENT
"
1630294,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623003,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1623003,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601516,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1600897,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1631965,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623910,7645,"
7645
DISCOVERY RESEARCH K-12
"
1600543,1268,"
1268
FOUNDATIONS
"
1600280,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1634433,8086,"
8086
Natl Robotics Initiative (NRI)
"
1602973,1079,"
1079
ARCTIC RESEARCH
"
1601335,9179,"
9179
GRADUATE INVOLVEMENT
"
1613268,7259,"
7259
AISL
"
1613268,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1619728,9150,"
9150
EXP PROG TO STIM COMP RES
"
1601052,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1619760,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1619760,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1619948,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1606479,1267,"
1267
TOPOLOGY
"
1636104,7233,"
7233
RES EXPERIENCE FOR TEACHERS(RET)-SUPPLEM
"
1632674,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1624027,9150,"
9150
EXP PROG TO STIM COMP RES
"
1601493,9179,"
9179
GRADUATE INVOLVEMENT
"
1609812,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623980,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1614330,9150,"
9150
EXP PROG TO STIM COMP RES
"
1608033,1711,"
1711
MATERIALS EDUCATION AND RESEARCH
"
1623924,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1623924,9150,"
9150
EXP PROG TO STIM COMP RES
"
1633282,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1621135,CVIS,"
CVIS
CIVIL INFRASTRUCTURE
"
1607104,7916,"
7916
EAGER
"
1610899,101E,"
101E
Printed and flexible electronics
"
1613316,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1613316,7942,"
7942
HIGH-PERFORMANCE COMPUTING
"
1632929,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1600223,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1623907,8023,"
8023
I-Corps
"
1637436,1269,"
1269
STATISTICS
"
1637436,8084,"
8084
CDS&E
"
1622398,9150,"
9150
EXP PROG TO STIM COMP RES
"
1634544,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1632913,7914,"
7914
RAPID
"
1608489,7623,"
7623
BIOMATERIALS PROGRAM
"
1608489,1491,"
1491
BIOTECH, BIOCHEM & BIOMASS ENG
"
1608489,5950,"
5950
SWITZERLAND
"
1629586,7916,"
7916
EAGER
"
1608747,8023,"
8023
I-Corps
"
1620512,7378,"
7378
EVOLUTIONARY GENETICS
"
1620512,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1637032,9150,"
9150
EXP PROG TO STIM COMP RES
"
1601208,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601470,9179,"
9179
GRADUATE INVOLVEMENT
"
1637376,9179,"
9179
GRADUATE INVOLVEMENT
"
1633978,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1622482,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1638481,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1606435,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1619698,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1600422,1281,"
1281
ANALYSIS PROGRAM
"
1619893,8556,"
8556
Coral Reefs
"
1601061,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601340,8019,"
8019
Accelerating Innovation Rsrch
"
1622781,CVIS,"
CVIS
CIVIL INFRASTRUCTURE
"
1609417,8607,"
8607
Solar Energy Capture&Conver
"
1601479,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1636493,8206,"
8206
Formal Methods and Verification
"
1640297,1773,"
1773
POLYMERS
"
1634330,8023,"
8023
I-Corps
"
1636774,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623935,9179,"
9179
GRADUATE INVOLVEMENT
"
1623478,BIOT,"
BIOT
BIOTECHNOLOGY
"
1606856,1580,"
1580
INSTRUMENTATION & FACILITIES
"
1638927,8023,"
8023
I-Corps
"
1619697,8556,"
8556
Coral Reefs
"
1625032,1573,"
1573
PETROLOGY AND GEOCHEMISTRY
"
1625032,1572,"
1572
TECTONICS
"
1625032,1045,"
1045
CAREER: FACULTY EARLY CAR DEV
"
1621808,8018,"
8018
Smart and Connected Health
"
1628256,8023,"
8023
I-Corps
"
1600920,9179,"
9179
GRADUATE INVOLVEMENT
"
1636555,HPCC,"
HPCC
HIGH PERFORMANCE COMPUTING & COMM
"
1630100,044E,"
044E
CATALYSIS
"
1608937,7237,"
7237
NANO NON-SOLIC SCI & ENG AWD
"
1636715,1574,"
1574
GEOPHYSICS
"
1636715,9150,"
9150
EXP PROG TO STIM COMP RES
"
1628245,9150,"
9150
EXP PROG TO STIM COMP RES
"
1609394,1359,"
1359
RES EXP FOR TEACHERS(RET)-SITE
"
1602012,8019,"
8019
Accelerating Innovation Rsrch
"
1611960,1265,"
1265
GEOMETRIC ANALYSIS
"
1611960,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1600965,9179,"
9179
GRADUATE INVOLVEMENT
"
1601788,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1623724,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1602131,7959,"
7959
MACROSYSTEM BIOLOGY
"
1633650,8023,"
8023
I-Corps
"
1637721,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1613079,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1626153,7601,"
7601
NAT NANOTECHNOLOGY INFRAST NET
"
1606270,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1627483,7916,"
7916
EAGER
"
1602660,7923,"
7923
SMALL PROJECT
"
1606434,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1604623,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1600075,9150,"
9150
EXP PROG TO STIM COMP RES
"
1638866,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1603387,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1613074,1403,"
1403
PROCESS & REACTION ENGINEERING
"
1613074,7564,"
7564
COMMS, CIRCUITS & SENS SYS
"
1613074,1602,"
1602
XYZ CHIP INITIATIVE
"
1617040,9150,"
9150
EXP PROG TO STIM COMP RES
"
1619767,1579,"
1579
HYDROLOGIC SCIENCES
"
1606755,8023,"
8023
I-Corps
"
1600796,7970,"
7970
Combinatorics
"
1600899,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1636765,8023,"
8023
I-Corps
"
1638695,040F,"
040F
NEON - CONSTRUCTION
"
1618373,7926,"
7926
ALGORITHMS
"
1600655,9179,"
9179
GRADUATE INVOLVEMENT
"
1601433,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1600263,1268,"
1268
FOUNDATIONS
"
1600263,7970,"
7970
Combinatorics
"
1600474,8023,"
8023
I-Corps
"
1601402,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601041,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1623723,9178,"
9178
UNDERGRADUATE EDUCATION
"
1624024,7567,"
7567
SOC STUDIES OF SCI, ENG & TECH
"
1632970,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1632970,7354,"
7354
COMPUTER SYSTEMS
"
1632970,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623727,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1601288,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624693,5413,"
5413
OCEANOGRAPHIC INSTRUMENTATION
"
1614840,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1619745,7233,"
7233
RES EXPERIENCE FOR TEACHERS(RET)-SUPPLEM
"
1600503,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601948,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1601948,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1619682,9150,"
9150
EXP PROG TO STIM COMP RES
"
1636694,8206,"
8206
Formal Methods and Verification
"
1628530,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1616621,1114,"
1114
Cellular Dynamics and Function
"
1616621,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624118,7364,"
7364
INFO INTEGRATION & INFORMATICS
"
1624118,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601871,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1623501,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1623501,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601742,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1620046,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1602106,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1623587,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1623587,8206,"
8206
Formal Methods and Verification
"
1636543,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1636543,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601794,9179,"
9179
GRADUATE INVOLVEMENT
"
1622991,1544,"
1544
RES ON GENDER IN SCI & ENGINE
"
1622991,8212,"
8212
Broaden Particip STEM Resrch
"
1630493,7916,"
7916
EAGER
"
1600642,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1606441,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1629821,5413,"
5413
OCEANOGRAPHIC INSTRUMENTATION
"
1602451,9150,"
9150
EXP PROG TO STIM COMP RES
"
1623867,8556,"
8556
Coral Reefs
"
1624232,027E,"
027E
NANOMECHANICS
"
1624125,7943,"
7943
PROGRAMMING LANGUAGES
"
1634422,1573,"
1573
PETROLOGY AND GEOCHEMISTRY
"
1634422,1031,"
1031
STUDIES OF THE EARTH'S DEEP INTERIOR
"
1601523,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1624569,7573,"
7573
BIO-RELATED MATERIALS RESEARCH
"
1639618,7577,"
7577
PLANT GENOME RESEARCH RESOURCE
"
1639618,9178,"
9178
UNDERGRADUATE EDUCATION
"
1629752,068E,"
068E
DESIGN THEORY
"
1601105,9150,"
9150
EXP PROG TO STIM COMP RES
"
1602882,9179,"
9179
GRADUATE INVOLVEMENT
"
1631608,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1611894,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1637026,1765,"
1765
CONDENSED MATTER & MAT THEORY
"
1637026,9263,"
9263
COMPUTATIONAL SCIENCE & ENGING
"
1611376,1773,"
1773
POLYMERS
"
1611376,8248,"
8248
SusChEM
"
1601191,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1624153,CVIS,"
CVIS
CIVIL INFRASTRUCTURE
"
1600783,8990,"
8990
Optics and Photonics
"
1630448,027E,"
027E
NANOMECHANICS
"
1602162,1391,"
1391
ARCHAEOLOGY
"
1607205,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1619793,5116,"
5116
ANTARCTIC GLACIOLOGY
"
1612608,9178,"
9178
UNDERGRADUATE EDUCATION
"
1619552,7916,"
7916
EAGER
"
1630162,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1600845,9179,"
9179
GRADUATE INVOLVEMENT
"
1626365,1793,"
1793
MSP-OTHER AWARDS
"
1626365,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1619523,7916,"
7916
EAGER
"
1606353,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1623939,8037,"
8037
Advanced Manufacturing
"
1632014,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1601060,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1623040,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1620195,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1620195,7918,"
7918
CYBER-PHYSICAL SYSTEMS (CPS)
"
1633026,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1601579,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1606505,6877,"
6877
ALGORITHMS IN THREAT DETECTION
"
1608900,1679,"
1679
INTERNATIONAL COORDINATION ACT
"
1608900,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1600587,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1626737,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1632538,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1606283,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1602128,8019,"
8019
Accelerating Innovation Rsrch
"
1633119,7484,"
7484
IIS SPECIAL PROJECTS
"
1633119,7916,"
7916
EAGER
"
1629753,5416,"
5416
SHIPBOARD SCIENTIFIC SUPP EQUI
"
1600417,7976,"
7976
EARS
"
1601088,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1630019,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1630019,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1608463,8023,"
8023
I-Corps
"
1610614,7237,"
7237
NANO NON-SOLIC SCI & ENG AWD
"
1628612,8023,"
8023
I-Corps
"
1623366,7914,"
7914
RAPID
"
1601100,9179,"
9179
GRADUATE INVOLVEMENT
"
1624150,7298,"
7298
COLLABORATIVE RESEARCH
"
1624150,5921,"
5921
JAPAN
"
1624050,1264,"
1264
ALGEBRA,NUMBER THEORY,AND COM
"
1624050,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1624594,9150,"
9150
EXP PROG TO STIM COMP RES
"
1624183,7914,"
7914
RAPID
"
1602931,9179,"
9179
GRADUATE INVOLVEMENT
"
1626466,1610,"
1610
PHYSICAL OCEANOGRAPHY
"
1623892,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1608789,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1623969,8244,"
8244
EHR CL Opportunities (NSF 14-302)
"
1601762,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1601050,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601362,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1619768,1415,"
1415
PARTICULATE &MULTIPHASE PROCES
"
1619768,1443,"
1443
FLUID DYNAMICS
"
1619768,1579,"
1579
HYDROLOGIC SCIENCES
"
1619768,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1633983,5140,"
5140
OPERATIONS SUPPORT PROGRAM
"
1623590,8811,"
8811
Marine Microbial Ecology
"
1619827,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1632231,8023,"
8023
I-Corps
"
1608606,9150,"
9150
EXP PROG TO STIM COMP RES
"
1631598,7237,"
7237
NANO NON-SOLIC SCI & ENG AWD
"
1601641,9179,"
9179
GRADUATE INVOLVEMENT
"
1606414,9150,"
9150
EXP PROG TO STIM COMP RES
"
1639875,MANU,"
MANU
MANUFACTURING
"
1613772,7926,"
7926
ALGORITHMS
"
1606268,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1612717,9150,"
9150
EXP PROG TO STIM COMP RES
"
1636488,1265,"
1265
GEOMETRIC ANALYSIS
"
1600118,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1622292,9150,"
9150
EXP PROG TO STIM COMP RES
"
1639761,1182,"
1182
POP & COMMUNITY ECOL PROG
"
1639761,7275,"
7275
CROSS-EF ACTIVITIES
"
1639761,1266,"
1266
APPLIED MATHEMATICS
"
1639761,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1621492,7364,"
7364
INFO INTEGRATION & INFORMATICS
"
1600117,1390,"
1390
CULTURAL ANTHROPOLOGY
"
1600117,7916,"
7916
EAGER
"
1626905,9150,"
9150
EXP PROG TO STIM COMP RES
"
1637567,0200,"
0200

"
1637474,077E,"
077E
SIMULATION MODELS
"
1623835,8023,"
8023
I-Corps
"
1606262,9219,"
9219
POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"
1600060,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1623659,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1602831,7572,"
7572

"
1602831,0694,"
0694

"
1602831,0695,"
0695

"
1602831,0300,"
0300

"
1602831,0200,"
0200

"
1602831,9200,"
9200
US CHINA COOP IN BASIC SCIENCE
"
1601072,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1600884,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1606396,1340,"
1340
ENGINEERING EDUCATION
"
1601583,8019,"
8019
Accelerating Innovation Rsrch
"
1639164,7916,"
7916
EAGER
"
1636509,1253,"
1253
OFFICE OF MULTIDISCIPLINARY AC
"
1636509,7643,"
7643
ENVIRONMENTAL SUSTAINABILITY
"
1636509,8249,"
8249
Sustainable Materials
"
1630846,7298,"
7298
COLLABORATIVE RESEARCH
"
1623764,1079,"
1079
ARCTIC RESEARCH
"
1600782,1263,"
1263
PROBABILITY
"
1600782,7970,"
7970
Combinatorics
"
